chrom	start	end	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B
11116	chr20	57469200	57469700	0	0	0	0	0	0	4	1	0	0	5	17
11117	chr20	57692880	57693950	97	249	104	242	92	113	313	356	171	490	66	200
11118	chr20	57698360	57699340	122	315	113	298	140	159	309	271	158	402	55	178
11119	chr20	57717520	57718390	61	130	63	159	57	44	51	33	29	58	7	27
11120	chr20	57747930	57749450	59	175	79	190	61	85	31	51	49	118	10	24
11121	chr20	57770950	57771270	4	6	7	10	2	3	0	0	0	3	1	1
11122	chr20	57772230	57772960	33	152	48	109	51	59	12	11	12	14	4	6
11123	chr20	57794840	57795270	0	0	1	1	1	0	11	4	2	9	1	4
11124	chr20	57795290	57795560	0	0	2	1	3	0	3	7	4	7	2	6
11125	chr20	57810810	57811630	10	13	2	12	6	5	34	33	18	26	8	67
11126	chr20	57934560	57935010	4	6	10	7	3	2	0	0	0	0	0	0
11127	chr20	57991050	57992150	33	61	32	70	31	43	2	0	0	1	1	0
11128	chr20	58014390	58015050	76	110	89	116	107	66	29	9	10	9	5	2
11129	chr20	58017180	58018730	75	188	74	198	126	123	213	162	49	87	69	168
11130	chr20	58112050	58112620	2	6	2	8	0	8	7	2	1	14	1	2
11131	chr20	58127730	58128340	11	9	8	10	3	9	29	12	10	11	6	2
11132	chr20	58131410	58132530	24	38	18	49	22	24	46	21	16	28	10	7
11133	chr20	58160530	58160870	0	0	0	0	0	1	1	10	1	0	12	15
11134	chr20	58179220	58180040	19	50	31	52	23	26	6	0	5	5	2	2
11135	chr20	58236600	58237340	19	45	16	42	12	19	63	83	51	82	32	84
11136	chr20	58461610	58462360	2	10	6	12	4	9	70	68	27	90	30	73
11137	chr20	58524770	58525180	0	0	0	0	0	0	18	10	16	36	2	11
11138	chr20	58541930	58542490	0	1	0	0	0	0	13	8	7	12	3	1
11139	chr20	58622050	58623270	0	0	1	1	0	0	225	125	169	204	44	70
11140	chr20	58623660	58624390	7	21	13	14	6	11	93	83	90	125	23	41
11141	chr20	58629670	58630550	6	6	6	8	10	1	59	60	39	76	5	28
11142	chr20	58850550	58851200	0	0	0	0	2	0	83	143	42	105	18	140
11143	chr20	59011120	59011470	3	7	1	5	0	5	30	24	28	38	14	9
11144	chr20	59063610	59064050	0	1	3	2	0	1	8	6	13	13	2	19
11145	chr20	59083000	59083550	0	0	0	0	0	0	13	9	10	15	0	7
11146	chr20	59221940	59222730	0	5	1	9	4	4	38	35	23	22	16	31
11147	chr20	59350790	59351210	1	13	4	13	6	6	1	0	0	0	0	0
11148	chr20	59571570	59571950	0	2	0	2	2	1	21	18	6	13	20	15
11149	chr20	59826430	59827110	0	0	0	0	1	0	51	48	3	5	32	86
11150	chr20	59831160	59831710	0	0	1	0	3	0	54	81	5	14	30	111
11151	chr20	60062710	60063510	0	0	0	0	2	1	14	10	2	10	13	25
11152	chr20	60203320	60203900	0	0	0	0	0	0	15	6	5	14	3	8
11153	chr20	60249300	60249860	0	0	0	0	0	0	9	11	5	11	4	11
11154	chr20	60381710	60382010	0	0	0	0	0	0	5	1	1	9	2	7
11155	chr20	60512110	60512850	3	0	3	1	0	0	27	12	14	22	1	5
11156	chr20	60967420	60968200	0	1	0	0	0	0	7	7	0	0	24	107
11157	chr20	60995250	60996080	0	0	0	0	0	0	7	8	0	0	28	70
11158	chr20	61118270	61119050	43	69	37	58	58	27	0	2	0	0	0	1
11159	chr20	61127510	61127890	3	1	1	2	4	0	9	5	5	7	1	5
11160	chr20	61185070	61185450	4	0	0	5	6	1	39	51	8	32	11	53
11161	chr20	61185870	61186640	5	18	12	14	23	10	127	103	41	95	50	158
11162	chr20	61187500	61187950	0	1	0	0	0	1	25	55	12	22	17	65
11163	chr20	61188000	61188330	0	0	0	1	0	0	23	21	3	9	13	30
11164	chr20	61253630	61254810	20	32	23	38	18	19	33	36	11	36	55	95
11165	chr20	61297930	61298510	7	9	7	6	19	12	12	22	11	30	26	55
11166	chr20	61555980	61556650	3	10	5	11	5	4	70	36	22	23	36	54
11167	chr20	62161270	62161820	4	15	5	8	4	8	26	31	16	28	6	47
11168	chr20	62350020	62350890	25	133	34	107	79	74	22	29	18	35	8	30
11169	chr20	62352730	62353100	9	46	23	60	33	40	4	5	3	2	4	5
11170	chr20	62501640	62502460	16	51	18	54	18	22	0	1	0	2	0	0
11171	chr20	62623290	62624520	98	232	71	304	109	177	120	120	35	61	141	360
11172	chr20	62624540	62625070	11	43	14	36	12	18	25	20	1	0	20	77
11173	chr20	62652180	62652870	23	40	20	50	22	33	16	20	8	18	32	92
11174	chr20	62791920	62792460	0	0	0	1	1	0	16	20	5	21	8	16
11175	chr20	62793990	62794800	67	143	69	185	97	107	121	106	65	93	45	116
11176	chr20	62874330	62874940	26	45	23	49	24	34	18	14	15	27	19	20
11177	chr20	62875540	62875830	37	88	42	88	69	60	17	7	5	27	8	10
11178	chr20	63102290	63102890	3	10	4	14	2	8	5	28	9	21	4	20
11179	chr20	63226040	63226530	9	41	16	29	9	6	24	28	21	46	1	14
11180	chr20	63232370	63233070	46	153	73	139	55	106	17	15	12	49	2	11
11181	chr20	63628170	63628730	50	142	45	125	82	91	69	54	46	52	21	76
11182	chr20	63831060	63831790	12	16	25	36	9	23	14	15	20	27	13	16
11183	chr20	63834860	63835380	6	39	16	23	24	28	12	9	6	11	3	13
11184	chr20	63973780	63974330	25	71	44	107	61	60	50	52	52	66	19	75
11185	chr20	64038980	64039380	24	71	31	77	47	47	73	118	83	86	44	98
11186	chr20	64042150	64042860	5	39	8	34	21	29	47	91	44	120	26	82
11187	chr21	14864250	14864870	20	48	17	47	26	26	0	0	0	1	0	0
11188	chr21	14879230	14879760	3	10	6	12	6	13	0	0	0	0	1	1
11189	chr21	14995710	14996770	29	90	34	62	89	84	66	66	29	81	27	73
11190	chr21	15051650	15051920	7	18	17	18	15	21	4	6	0	6	2	7
11191	chr21	15140330	15140950	0	14	4	8	3	6	0	0	0	0	0	0
11192	chr21	15210070	15210650	14	11	7	14	12	19	0	0	0	0	0	0
11193	chr21	15224300	15224780	3	3	1	1	3	3	0	0	0	0	0	0
11194	chr21	15444110	15444830	13	21	4	26	20	16	1	1	0	0	1	1
11195	chr21	15967710	15968240	1	1	0	1	0	0	10	7	8	11	2	7
11196	chr21	16194280	16194710	13	9	9	15	7	2	2	0	0	1	0	2
11197	chr21	16534480	16535300	16	32	28	25	23	21	11	9	7	8	1	1
11198	chr21	16536950	16537200	3	5	7	6	2	3	11	10	6	13	2	6
11199	chr21	16537220	16537530	4	10	3	7	5	3	15	13	6	25	2	4
11200	chr21	16563670	16564150	1	2	0	4	2	1	43	13	7	34	1	8
11201	chr21	16587020	16587530	16	48	30	38	18	21	3	0	3	7	2	4
11202	chr21	16587980	16589000	52	82	64	126	48	51	31	32	31	50	8	12
11203	chr21	17454320	17455040	38	119	34	159	56	140	26	138	11	149	11	120
11204	chr21	17514130	17514530	3	5	5	1	4	4	5	10	5	29	1	6
11205	chr21	17602960	17603530	9	17	11	10	5	12	33	22	13	23	9	16
11206	chr21	18383030	18383470	0	0	0	0	0	0	11	5	4	5	0	0
11207	chr21	18832810	18833540	0	0	0	0	0	1	18	12	6	11	4	9
11208	chr21	20783600	20784230	0	0	0	0	1	0	9	10	4	12	4	12
11209	chr21	21612470	21612760	0	0	0	0	0	0	14	5	1	2	0	6
11210	chr21	21713370	21713550	0	0	0	0	0	0	3	1	1	1	1	2
11211	chr21	21714460	21714960	0	0	0	0	0	0	31	24	8	28	10	29
11212	chr21	21715100	21715920	0	0	0	1	0	0	63	58	18	48	23	36
11213	chr21	23886870	23887410	0	0	0	0	1	0	8	11	8	7	6	17
11214	chr21	25329560	25329870	0	0	0	0	0	0	29	5	7	7	5	3
11215	chr21	25370230	25370780	0	0	0	0	1	0	19	12	4	15	4	5
11216	chr21	25559830	25560200	2	8	0	2	1	0	8	8	10	18	1	9
11217	chr21	26001580	26002090	3	9	2	11	7	5	9	9	3	3	2	6
11218	chr21	26389070	26389360	2	6	2	8	4	1	5	12	4	10	0	8
11219	chr21	26389930	26390720	14	18	8	35	13	26	28	34	6	38	12	43
11220	chr21	26405700	26405930	1	3	4	6	2	1	3	5	0	2	2	3
11221	chr21	26756400	26757150	0	1	0	0	0	1	34	36	6	50	6	23
11222	chr21	26760870	26761600	1	0	0	0	0	0	1	7	3	4	8	27
11223	chr21	26842670	26844230	1	9	6	7	3	6	73	100	74	200	19	53
11224	chr21	27026440	27027080	1	0	0	0	0	0	27	17	14	48	4	14
11225	chr21	27422820	27423540	1	0	0	1	0	0	43	50	14	31	12	35
11226	chr21	27423800	27424300	0	0	0	1	0	1	38	63	12	62	14	49
11227	chr21	27426180	27426510	0	0	0	0	0	0	6	10	0	5	0	8
11228	chr21	27570120	27571240	0	0	0	1	1	0	155	149	72	266	9	74
11229	chr21	27572310	27573040	0	0	0	0	0	0	22	81	15	109	3	30
11230	chr21	28401260	28402520	0	1	1	1	0	0	100	128	51	137	36	89
11231	chr21	28427520	28428000	0	0	0	0	0	0	12	9	5	11	3	3
11232	chr21	28632590	28633300	0	1	0	0	0	0	11	5	3	17	5	8
11233	chr21	28636800	28637280	1	1	2	5	3	2	29	15	12	35	6	25
11234	chr21	28637330	28637660	1	0	0	0	0	0	6	7	0	9	1	6
11235	chr21	28771560	28772170	1	0	1	1	0	0	18	11	4	2	14	16
11236	chr21	29002510	29003340	172	408	159	465	283	290	378	309	174	344	216	477
11237	chr21	29004480	29004790	9	25	11	30	14	17	29	38	21	40	20	44
11238	chr21	29155410	29156010	1	1	1	1	1	1	36	40	21	49	6	20
11239	chr21	29181790	29182960	31	46	34	53	30	33	165	148	91	192	34	108
11240	chr21	29196120	29196540	6	7	1	5	1	5	12	14	7	20	2	9
11241	chr21	29221580	29222080	0	0	0	1	0	0	15	19	2	37	1	6
11242	chr21	29258540	29259230	4	3	1	4	2	3	51	36	11	31	5	16
11243	chr21	29342620	29342930	8	14	8	24	5	15	11	17	15	28	3	7
11244	chr21	29904630	29905040	0	0	0	0	0	0	2	1	0	0	4	13
11245	chr21	30146810	30147450	0	0	1	0	0	0	12	17	6	6	2	9
11246	chr21	30206360	30207680	5	4	8	12	3	4	73	68	38	123	16	65
11247	chr21	30408800	30409250	0	2	0	0	0	0	20	10	2	7	8	16
11248	chr21	30713780	30714840	0	0	0	1	0	0	147	82	81	171	15	73
11249	chr21	31282160	31282940	1	2	3	1	1	4	135	96	52	47	52	120
11250	chr21	31284570	31285320	1	1	1	0	2	1	40	47	15	28	25	54
11251	chr21	31293910	31294590	2	4	2	2	3	4	66	57	29	45	15	63
11252	chr21	31354480	31355130	0	2	0	2	2	0	8	32	7	17	8	12
11253	chr21	31543230	31543530	0	1	0	1	1	0	9	8	1	4	6	19
11254	chr21	31554410	31555020	0	3	0	1	1	5	73	98	23	35	60	125
11255	chr21	31908350	31908890	0	4	1	7	2	3	19	21	9	27	1	10
11256	chr21	32371940	32372400	5	19	11	30	10	9	7	7	4	17	6	15
11257	chr21	32456460	32456840	8	37	11	19	28	30	5	2	2	1	1	5
11258	chr21	32456970	32457760	35	122	35	98	79	108	5	10	1	0	13	32
11259	chr21	32463960	32464450	7	33	8	35	23	23	4	7	1	9	4	7
11260	chr21	32569290	32569910	14	65	26	90	17	52	14	17	19	25	16	33
11261	chr21	32889120	32889460	0	0	0	0	0	0	4	9	2	8	1	9
11262	chr21	33203420	33203880	7	13	3	11	6	4	0	1	0	1	0	0
11263	chr21	33286980	33287460	8	58	15	43	19	22	29	30	25	26	10	22
11264	chr21	33374320	33374730	2	5	4	8	1	2	0	0	0	0	0	0
11265	chr21	33380540	33380960	5	16	1	9	1	6	6	15	3	13	10	22
11266	chr21	33382930	33383690	12	21	16	31	26	21	53	29	10	19	14	47
11267	chr21	33761420	33761840	0	8	6	5	5	6	16	29	6	20	5	31
11268	chr21	33763160	33763760	1	4	0	8	3	3	25	38	2	15	19	38
11269	chr21	33940760	33941280	0	0	0	0	0	0	9	26	6	8	2	21
11270	chr21	33947380	33948600	18	39	19	48	20	16	78	46	47	98	23	50
11271	chr21	33971830	33972160	0	0	0	0	0	0	15	7	1	11	0	4
11272	chr21	33975620	33977180	22	48	15	37	29	24	240	188	139	226	65	184
11273	chr21	34035260	34035730	0	0	0	0	0	0	5	4	1	0	21	28
11274	chr21	34201700	34202400	25	85	30	93	42	71	36	34	24	47	16	34
11275	chr21	34545060	34545890	16	35	15	36	24	8	48	37	16	59	10	30
11276	chr21	34795250	34795850	20	50	25	58	45	36	19	46	11	29	9	43
11277	chr21	34800240	34800870	15	39	25	46	29	16	22	23	8	25	9	23
11278	chr21	34807590	34808790	88	209	93	222	121	182	104	144	71	131	47	160
11279	chr21	34836160	34837070	63	134	50	126	137	78	46	99	26	78	12	73
11280	chr21	34882010	34882500	20	42	6	45	18	32	48	63	33	90	14	55
11281	chr21	34986990	34987500	0	3	2	3	2	0	58	24	11	33	8	19
11282	chr21	35046870	35047880	23	57	23	53	38	35	38	30	25	38	15	19
11283	chr21	35050910	35051760	8	12	6	14	10	6	17	16	12	37	3	14
11284	chr21	35136480	35137550	7	12	7	12	3	7	141	220	76	213	52	164
11285	chr21	35138400	35139420	1	0	0	1	0	0	321	284	103	253	106	229
11286	chr21	35147210	35147960	0	0	0	0	0	0	36	16	11	30	9	11
11287	chr21	35203260	35203970	1	0	0	0	0	0	6	15	4	12	11	31
11288	chr21	35203990	35204310	0	0	0	0	0	0	6	3	2	4	6	23
11289	chr21	35209370	35209680	0	0	0	0	0	0	4	6	1	5	1	0
11290	chr21	35217280	35218240	0	0	0	2	0	0	22	49	8	28	6	41
11291	chr21	35232560	35232940	1	1	5	0	3	0	31	7	6	7	5	5
11292	chr21	35254020	35254350	1	0	0	0	0	0	6	3	2	4	1	8
11293	chr21	35256230	35257060	34	47	16	45	28	15	68	39	12	50	13	40
11294	chr21	35324160	35324630	0	0	0	0	0	0	22	10	9	5	8	6
11295	chr21	35324650	35325300	0	0	0	0	0	0	37	35	7	25	11	31
11296	chr21	35528710	35529380	0	1	1	0	3	1	0	1	0	5	29	42
11297	chr21	35924740	35925850	29	62	24	56	38	54	1	1	0	1	1	3
11298	chr21	36004480	36005590	1	0	0	0	1	0	59	49	51	61	33	82
11299	chr21	36429560	36430530	48	212	74	239	75	81	66	79	43	96	32	58
11300	chr21	36627160	36627580	0	1	0	0	0	2	12	4	3	7	5	9
11301	chr21	36787990	36788470	7	17	5	15	12	6	12	7	6	15	2	12
11302	chr21	36860190	36860460	8	18	5	17	14	9	2	1	4	5	0	8
11303	chr21	36883460	36884640	43	57	48	74	32	21	7	8	3	5	0	10
11304	chr21	36910540	36911140	23	38	16	41	20	9	1	10	3	5	0	3
11305	chr21	37009880	37010160	2	6	2	10	9	8	6	3	1	2	3	7
11306	chr21	37220440	37221780	103	290	131	363	156	236	85	124	70	138	42	99
11307	chr21	37257530	37257960	21	88	25	83	48	54	5	10	4	11	0	9
11308	chr21	37257980	37258730	57	232	71	223	108	154	5	13	9	12	3	17
11309	chr21	37563600	37564850	136	371	201	418	254	318	4	6	3	15	2	10
11310	chr21	37565230	37565490	15	23	8	12	20	18	0	2	1	2	0	2
11311	chr21	37631600	37632040	6	9	2	5	11	2	1	0	1	2	0	2
11312	chr21	37636180	37636900	16	30	16	23	28	16	2	1	0	0	0	2
11313	chr21	37658730	37659050	3	6	1	7	16	14	2	3	0	1	1	5
11314	chr21	37849690	37850110	1	2	1	2	1	0	8	0	1	1	0	2
11315	chr21	38037270	38037610	15	10	9	8	22	11	0	0	0	0	1	0
11316	chr21	38042330	38042610	6	3	3	5	2	5	0	0	0	0	0	0
11317	chr21	38139510	38140320	32	61	27	57	35	31	0	0	0	0	0	0
11318	chr21	38171510	38172360	5	10	13	11	12	2	29	18	8	27	5	15
11319	chr21	38258990	38259650	5	7	12	5	4	3	0	0	0	0	0	0
11320	chr21	38278030	38278360	3	19	1	9	2	9	3	2	0	1	0	0
11321	chr21	38306410	38307110	17	42	27	53	28	24	0	0	0	2	0	0
11322	chr21	38342790	38343110	15	22	4	7	6	7	0	0	0	0	0	1
11323	chr21	38343350	38344350	58	89	57	79	63	54	1	0	0	0	1	1
11324	chr21	38787600	38787980	4	6	3	16	5	11	3	2	3	0	3	13
11325	chr21	38788000	38788590	6	16	6	6	15	15	17	27	7	8	12	19
11326	chr21	38819490	38819980	23	48	22	51	39	39	15	16	7	10	10	24
11327	chr21	38912880	38913730	19	30	23	42	30	41	12	4	6	7	5	9
11328	chr21	38925880	38926670	1	0	0	1	1	2	6	2	10	16	3	7
11329	chr21	38966090	38966400	4	9	6	4	17	5	0	0	0	1	0	0
11330	chr21	38985580	38985920	0	0	0	0	0	0	2	1	2	6	0	3
11331	chr21	39021160	39021670	4	2	2	7	3	2	14	9	12	18	2	12
11332	chr21	39321540	39321830	2	4	0	6	4	4	7	1	3	12	0	4
11333	chr21	39385340	39386200	53	183	76	195	86	153	3	11	0	5	3	14
11334	chr21	39660460	39660900	8	21	14	32	23	20	15	7	6	13	12	10
11335	chr21	40936860	40937350	0	0	0	0	0	0	4	9	0	2	5	7
11336	chr21	41113370	41113830	0	0	0	0	0	1	7	10	4	6	1	12
11337	chr21	41141250	41142580	0	1	0	0	0	0	40	49	10	45	10	39
11338	chr21	41632030	41632380	2	7	2	3	13	6	4	8	0	1	2	5
11339	chr21	41641730	41642420	8	16	8	28	21	18	12	9	2	9	4	24
11340	chr21	41677690	41679320	112	281	75	237	294	254	59	63	21	37	19	60
11341	chr21	41684740	41685030	6	10	8	6	24	14	5	9	5	11	3	2
11342	chr21	41727030	41727270	2	4	4	9	4	1	9	5	3	4	0	4
11343	chr21	41761250	41761890	19	31	16	35	42	43	0	0	1	1	1	0
11344	chr21	42040130	42041240	0	1	1	0	1	0	45	39	23	65	11	26
11345	chr21	42097890	42098150	2	4	4	5	3	4	4	2	1	2	1	1
11346	chr21	42125560	42126060	0	0	0	0	0	0	0	1	1	1	2	8
11347	chr21	42234330	42235270	25	77	26	73	62	59	27	40	34	51	13	39
11348	chr21	42411830	42412390	4	20	9	22	2	7	0	0	0	0	0	1
11349	chr21	42614950	42615230	0	0	3	3	8	7	0	0	0	0	0	1
11350	chr21	43209810	43210570	18	50	31	54	26	44	6	5	2	5	2	2
11351	chr21	43287770	43288520	7	13	3	18	8	12	0	0	0	0	0	0
11352	chr21	43307110	43307850	5	15	5	10	10	11	16	28	13	24	8	30
11353	chr21	43332130	43332740	25	89	25	84	58	67	18	13	9	23	1	13
11354	chr21	43332810	43334200	283	693	270	698	380	400	99	128	63	151	24	69
11355	chr21	43340620	43341810	107	341	169	412	201	248	18	16	13	19	5	34
11356	chr21	43343110	43343770	117	372	98	290	251	294	2	3	3	2	2	6
11357	chr21	43585690	43586720	35	76	14	34	59	45	54	44	18	29	21	51
11358	chr21	43597010	43597300	5	9	3	4	2	3	8	9	8	9	7	9
11359	chr21	43600530	43601640	16	28	11	14	17	23	97	66	36	80	13	45
11360	chr21	43609490	43610250	37	85	35	57	69	66	4	8	6	4	0	1
11361	chr21	43611920	43612780	27	42	23	33	49	43	8	4	1	6	0	4
11362	chr21	43644550	43644970	15	30	14	25	25	30	2	4	0	1	0	0
11363	chr21	43645270	43646040	22	36	16	34	32	37	2	3	1	3	0	1
11364	chr21	43711680	43712050	31	48	37	51	50	33	63	24	15	22	30	31
11365	chr21	43712090	43713020	28	80	36	84	50	56	69	99	38	97	24	103
11366	chr21	43720650	43721170	34	127	46	156	43	85	36	39	17	30	25	40
11367	chr21	43728000	43729110	137	414	185	419	225	255	195	252	93	160	94	299
11368	chr21	43778670	43778980	4	22	10	20	12	16	5	2	2	2	3	3
11369	chr21	43783080	43783720	11	35	15	23	9	14	0	0	1	1	2	1
11370	chr21	44005960	44006770	15	19	8	23	20	12	47	37	10	40	23	40
11371	chr21	44405730	44407110	5	8	2	16	7	8	220	193	151	257	79	195
11372	chr21	44485340	44485760	6	15	8	19	7	9	38	41	20	34	15	40
11373	chr21	44871440	44872230	16	52	10	48	6	22	43	105	14	21	34	220
11374	chr21	44881280	44882250	6	6	3	5	5	1	32	62	18	45	35	113
11375	chr21	44890120	44890780	1	10	3	7	1	3	2	1	2	1	8	18
11376	chr21	44911500	44912380	13	44	12	41	17	13	1	4	0	2	0	1
11377	chr21	44947880	44948170	12	23	8	13	10	15	2	7	1	3	1	5
11378	chr21	45004400	45005260	1	3	3	1	1	3	40	57	38	59	12	77
11379	chr21	45012030	45012910	10	23	9	29	19	10	139	112	68	105	49	155
11380	chr21	45012920	45013380	3	9	4	15	5	6	70	99	26	74	33	100
11381	chr21	45294400	45295060	5	11	12	15	13	17	32	38	20	39	12	55
11382	chr21	45306940	45307260	4	0	2	3	4	2	12	5	5	2	0	8
11383	chr21	45322890	45323340	24	107	47	69	28	60	2	1	2	0	0	1
11384	chr21	45329360	45330530	82	240	123	272	75	110	26	34	20	44	7	20
11385	chr21	45363990	45365260	108	271	140	291	131	158	122	181	63	185	66	230
11386	chr21	45365750	45366070	11	24	8	30	7	9	24	15	9	17	13	35
11387	chr21	45366690	45367460	32	60	37	97	28	39	15	15	13	10	11	35
11388	chr21	45427410	45428140	14	56	25	77	24	33	7	10	5	6	12	28
11389	chr21	45430540	45431080	5	13	5	34	1	8	13	6	8	10	16	28
11390	chr21	45555800	45556540	26	45	16	49	26	28	0	3	2	2	4	13
11391	chr21	45590510	45591080	0	2	0	1	0	0	3	12	5	6	6	19
11392	chr21	45634270	45634700	0	0	0	0	0	0	14	26	10	12	9	24
11393	chr21	45865110	45865660	0	0	0	0	0	0	34	31	14	26	10	43
11394	chr21	45865680	45866150	1	0	0	0	1	1	38	37	16	35	16	70
11395	chr21	45874660	45875540	1	1	0	3	3	1	64	28	32	54	13	49
11396	chr21	45973610	45974380	0	1	1	0	0	0	37	60	33	77	30	72
11397	chr21	45974710	45974980	0	0	0	0	0	0	11	17	12	18	4	21
11398	chr21	46038860	46039360	0	1	0	0	1	0	23	11	9	16	6	13
11399	chr21	46056410	46056770	0	0	0	0	0	0	1	2	5	6	1	3
11400	chr21	46060680	46061160	5	8	10	9	8	3	12	6	6	6	0	3
11401	chr21	46077780	46078350	0	0	0	0	0	0	0	0	0	0	4	13
11402	chr22	10741770	10742300	0	0	0	0	0	0	41	41	39	50	17	69
11403	chr22	10961070	10962100	0	0	0	0	0	1	36	48	22	47	18	53
11404	chr22	11066050	11066510	0	0	0	0	0	0	12	8	5	8	3	6
11405	chr22	11066600	11067180	0	0	0	0	0	0	31	16	14	9	15	22
11406	chr22	11973960	11974240	0	2	1	1	0	2	4	8	0	4	1	7
11407	chr22	12601940	12602570	0	0	0	1	2	2	51	34	25	43	26	57
11408	chr22	12693000	12693520	0	0	0	0	0	0	5	8	9	11	5	25
11409	chr22	16609390	16609670	0	0	0	0	0	0	6	9	2	6	1	14
11410	chr22	17171180	17172190	56	252	132	288	185	174	100	134	107	118	69	159
11411	chr22	17529010	17529400	18	24	17	25	30	22	11	10	3	3	2	4
11412	chr22	17910650	17910940	5	16	2	12	17	11	1	4	1	5	1	3
11413	chr22	17969750	17970400	22	66	24	62	37	34	7	8	3	11	1	7
11414	chr22	17972890	17973330	6	26	5	33	16	15	5	3	1	2	1	4
11415	chr22	18000910	18001820	109	324	225	408	297	312	129	118	69	116	64	149
11416	chr22	18031780	18032970	12	19	8	21	21	16	63	58	22	70	15	62
11417	chr22	18056060	18056540	9	15	6	12	21	15	2	1	0	4	2	3
11418	chr22	18061090	18061630	3	16	5	13	14	8	4	2	0	5	0	6
11419	chr22	18092040	18092590	42	89	41	87	51	61	30	44	27	32	13	49
11420	chr22	18969810	18970290	3	9	2	7	9	8	0	0	0	0	0	1
11421	chr22	18970300	18970920	15	40	16	60	46	35	1	1	3	0	2	3
11422	chr22	19171070	19171950	76	269	137	362	256	250	51	85	83	88	57	208
11423	chr22	19287000	19287760	18	44	20	47	21	15	30	46	32	68	17	23
11424	chr22	19435110	19435490	18	15	14	21	19	17	33	25	37	45	21	25
11425	chr22	19555710	19556320	0	0	0	0	0	0	0	2	0	0	4	13
11426	chr22	19576650	19577650	2	0	1	1	0	0	11	15	4	18	12	35
11427	chr22	19607660	19608140	0	0	0	0	0	1	0	0	0	1	4	13
11428	chr22	19691570	19692350	14	25	16	36	30	15	59	57	42	61	23	68
11429	chr22	19695770	19696150	2	4	0	2	0	2	26	21	8	30	14	24
11430	chr22	19751240	19751620	1	5	2	11	1	2	6	5	5	4	0	5
11431	chr22	19879990	19880650	5	18	1	21	14	16	166	175	152	306	58	132
11432	chr22	19880940	19881790	16	46	20	46	21	25	145	136	102	173	48	151
11433	chr22	19891360	19892740	6	16	12	16	8	17	134	132	92	228	31	114
11434	chr22	19986290	19987620	18	50	23	39	30	23	98	198	135	222	50	154
11435	chr22	20154290	20154930	2	5	1	4	1	1	17	10	4	17	3	10
11436	chr22	20206030	20207400	54	110	42	102	58	74	46	75	33	65	19	71
11437	chr22	20211930	20212460	8	23	10	16	4	16	19	23	18	13	8	29
11438	chr22	20298860	20300010	7	37	11	27	14	18	52	64	38	67	23	50
11439	chr22	20418440	20418710	2	11	11	11	5	8	14	23	10	24	6	23
11440	chr22	20503750	20504600	52	132	31	132	56	61	101	75	49	127	22	64
11441	chr22	20509140	20509710	20	55	26	40	82	36	296	149	50	178	26	95
11442	chr22	20530580	20532650	62	209	63	171	152	138	322	377	136	338	123	466
11443	chr22	20568810	20569750	9	41	7	26	11	22	65	68	26	71	23	64
11444	chr22	20656650	20657520	1	2	1	1	1	2	237	294	130	193	63	240
11445	chr22	20957490	20958350	61	193	99	209	134	162	41	63	41	79	26	57
11446	chr22	21037760	21038040	0	2	0	1	1	1	4	1	2	4	1	1
11447	chr22	21102770	21103150	5	21	7	10	1	10	0	0	0	1	0	0
11448	chr22	21456950	21457450	13	43	8	36	16	12	11	12	13	23	8	23
11449	chr22	21646580	21647010	3	10	3	25	12	9	37	20	12	34	12	22
11450	chr22	21650970	21651170	2	2	4	8	4	6	18	21	3	22	9	12
11451	chr22	21651180	21652490	65	130	91	173	98	100	268	269	267	319	133	294
11452	chr22	21657300	21657900	45	165	74	205	89	120	167	200	112	237	66	170
11453	chr22	21837220	21838000	1	10	2	8	6	4	106	81	27	96	41	111
11454	chr22	21937710	21938860	38	119	49	141	90	79	170	164	61	172	61	224
11455	chr22	21942580	21942940	13	47	17	39	28	24	33	37	17	39	23	58
11456	chr22	22110930	22111490	4	7	8	13	11	8	51	14	18	22	6	13
11457	chr22	22123490	22124190	0	1	1	1	1	0	131	88	36	63	43	63
11458	chr22	22168240	22168920	6	8	1	8	3	6	39	39	18	27	10	40
11459	chr22	22357380	22357770	1	1	0	0	0	0	0	2	0	0	5	28
11460	chr22	22681250	22681720	2	1	3	3	5	9	11	2	2	7	1	7
11461	chr22	22693100	22693840	42	41	10	32	99	41	0	0	0	0	0	0
11462	chr22	22703510	22704250	26	48	12	31	48	31	2	2	1	0	0	6
11463	chr22	22711020	22711560	19	17	11	15	40	16	0	0	0	0	0	0
11464	chr22	23016610	23017240	0	1	0	0	0	0	13	8	10	8	5	8
11465	chr22	23281610	23282720	5	12	12	21	19	24	102	128	42	117	64	223
11466	chr22	23285260	23286100	5	15	3	11	2	6	24	29	5	1	30	120
11467	chr22	23520610	23521060	1	15	5	12	9	10	24	39	16	13	25	54
11468	chr22	23521170	23522410	27	104	59	120	74	87	170	98	65	76	110	252
11469	chr22	23522750	23523130	0	4	2	4	2	3	17	7	6	1	16	45
